"","Julian_day","Constituent","Depth","Value","Elevation"
"7383",1708,"Specific Conductivity",18,97,101.02
"7384",1708,"Specific Conductivity",19,96.8,100.02
"7385",1708,"Specific Conductivity",20,96.9,99.02
"7386",1708,"Specific Conductivity",22,97.4,97.02
"7387",1708,"Specific Conductivity",24,97.6,95.02
"7388",1708,"Specific Conductivity",26,97.7,93.02
"7389",1708,"Specific Conductivity",27,97.8,92.02
"7390",1708,"Specific Conductivity",12,71.9,107.02
"7391",1708,"Specific Conductivity",13,74.4,106.02
"7392",1708,"Specific Conductivity",14,83.4,105.02
"7393",1708,"Specific Conductivity",15.1,90.6,103.92
"7394",1708,"Specific Conductivity",16,96,103.02
"7395",1708,"Specific Conductivity",17,96.6,102.02
"7396",1708,"Specific Conductivity",28,97.4,91.02
"7397",1713,"Temperature",0.4,21.06,118.61
"7398",1713,"Temperature",1,21.18,118.01
"7399",1713,"Temperature",2,21.2,117.01
"7400",1713,"Temperature",4,21.16,115.01
"7401",1713,"Temperature",5,21.16,114.01
"7402",1713,"Temperature",6.1,21.15,112.91
"7403",1713,"Temperature",3,21.18,116.01
"7404",1713,"Specific Conductivity",0.4,101.4,118.61
"7405",1713,"Specific Conductivity",1,101.1,118.01
"7406",1713,"Specific Conductivity",2,101.2,117.01
"7407",1713,"Specific Conductivity",3,100.8,116.01
"7408",1713,"Specific Conductivity",4,101.3,115.01
"7409",1713,"Specific Conductivity",5,101.2,114.01
"7410",1713,"Specific Conductivity",6.1,101.2,112.91
"7411",1713,"Specific Conductivity",7,72.5,112.01
"7412",1713,"Specific Conductivity",6.5,100.1,112.51
"7413",1713,"Specific Conductivity",8,69.5,111.01
"7414",1713,"Specific Conductivity",9,67.5,110.01
"7415",1713,"Specific Conductivity",10,66.8,109.01
"7416",1713,"Specific Conductivity",11,68,108.01
"7417",1713,"Specific Conductivity",12,69.2,107.01
"7418",1713,"Specific Conductivity",12.9,72.4,106.11
"7419",1713,"Specific Conductivity",14,77,105.01
"7420",1713,"Specific Conductivity",15,91.2,104.01
"7421",1713,"Specific Conductivity",16,94.9,103.01
"7422",1713,"Specific Conductivity",18,96.9,101.01
"7423",1713,"Specific Conductivity",19,96.8,100.01
"7424",1713,"Specific Conductivity",20,97.4,99.01
"7425",1713,"Specific Conductivity",21,96.9,98.01
"7426",1713,"Specific Conductivity",22,97.3,97.01
"7427",1713,"Specific Conductivity",23,97.6,96.01
"7428",1713,"Specific Conductivity",24,97.6,95.01
"7429",1713,"Specific Conductivity",25,97.3,94.01
"7430",1713,"Specific Conductivity",26,97.5,93.01
"7431",1713,"Specific Conductivity",27,97.3,92.01
"7432",1713,"Specific Conductivity",28,97.7,91.01
"7433",1713,"Temperature",6.5,20.76,112.51
"7434",1713,"Temperature",8,14.96,111.01
"7435",1713,"Temperature",9,14.76,110.01
"7436",1713,"Temperature",10,14.39,109.01
"7437",1713,"Temperature",11,13.86,108.01
"7438",1713,"Temperature",12,13.52,107.01
"7439",1713,"Temperature",12.9,13.28,106.11
"7440",1713,"Temperature",14,12.85,105.01
"7441",1713,"Temperature",15,11.05,104.01
"7442",1713,"Temperature",16,9.97,103.01
"7443",1713,"Temperature",18,9.15,101.01
"7444",1713,"Temperature",19,8.99,100.01
"7445",1713,"Temperature",20,8.89,99.01
"7446",1713,"Temperature",21,8.89,98.01
"7447",1713,"Temperature",22,8.85,97.01
"7448",1713,"Temperature",23,8.79,96.01
"7449",1713,"Temperature",24,8.77,95.01
"7450",1713,"Temperature",25,8.68,94.01
"7451",1713,"Temperature",26,8.64,93.01
"7452",1713,"Temperature",27,8.57,92.01
"7453",1713,"Temperature",28,8.46,91.01
"7454",1713,"Temperature",7,18.51,112.01
"7455",1720,"Specific Conductivity",19,95.8,100
"7456",1720,"Specific Conductivity",22,96.6,97
"7457",1720,"Specific Conductivity",24,96.7,95
"7458",1720,"Specific Conductivity",25,97.5,94
"7459",1720,"Specific Conductivity",20,96.7,99
"7460",1720,"Specific Conductivity",27,97.5,92
"7461",1720,"Specific Conductivity",28,97.3,91
"7462",1720,"Temperature",7,20.93,112
"7463",1720,"Temperature",7.5,16.91,111.5
"7464",1720,"Temperature",8,15.38,111
"7465",1720,"Temperature",9,14.72,110
"7466",1720,"Temperature",10,14.48,109
"7467",1720,"Temperature",11,14.11,108
"7468",1720,"Temperature",12,13.52,107
"7469",1720,"Temperature",13,12.94,106
"7470",1720,"Temperature",14,11.7,105
"7471",1720,"Temperature",15,10.66,104
"7472",1720,"Specific Conductivity",26,97,93
"7473",1720,"Specific Conductivity",0.5,99.2,118.5
"7474",1720,"Specific Conductivity",1,99.8,118
"7475",1720,"Specific Conductivity",2,99.8,117
"7476",1720,"Specific Conductivity",3,99.2,116
"7477",1720,"Specific Conductivity",4,99.4,115
"7478",1720,"Specific Conductivity",5,98.9,114
"7479",1720,"Specific Conductivity",6,99.3,113
"7480",1720,"Specific Conductivity",6.5,98.9,112.5
"7481",1720,"Specific Conductivity",7,99.4,112
"7482",1720,"Specific Conductivity",7.5,72,111.5
"7483",1720,"Specific Conductivity",8,69.8,111
"7484",1720,"Specific Conductivity",9,68.2,110
"7485",1720,"Specific Conductivity",10,68.2,109
"7486",1720,"Specific Conductivity",11,66.3,108
"7487",1720,"Specific Conductivity",12,70.9,107
"7488",1720,"Specific Conductivity",13,74.5,106
"7489",1720,"Specific Conductivity",14,82.5,105
"7490",1720,"Specific Conductivity",15,91.4,104
"7491",1720,"Specific Conductivity",16,94,103
"7492",1720,"Specific Conductivity",17,95.4,102
"7493",1720,"Specific Conductivity",18,96,101
"7494",1720,"Temperature",0.5,21.13,118.5
"7495",1720,"Temperature",1,21.11,118
"7496",1720,"Temperature",2,21.14,117
"7497",1720,"Temperature",3,21.12,116
"7498",1720,"Temperature",4,21.08,115
"7499",1720,"Temperature",5,21,114
"7500",1720,"Temperature",6,20.97,113
"7501",1720,"Temperature",6.5,20.95,112.5
"7502",1720,"Temperature",19,9.19,100
"7503",1720,"Temperature",20,9.11,99
"7504",1720,"Temperature",22,8.99,97
"7505",1720,"Temperature",24,8.87,95
"7506",1720,"Temperature",25,8.7,94
"7507",1720,"Temperature",26,8.69,93
"7508",1720,"Temperature",27,8.63,92
"7509",1720,"Temperature",28,8.57,91
"7510",1720,"Temperature",18,9.3,101
"7511",1720,"Temperature",16,9.71,103
"7512",1720,"Temperature",17,9.38,102
"7513",1728,"Specific Conductivity",9,68.6,109.95
"7514",1728,"Specific Conductivity",8,94.6,110.95
"7515",1728,"Specific Conductivity",0.3,95.5,118.65
"7516",1728,"Specific Conductivity",1,95.5,117.95
"7517",1728,"Specific Conductivity",2,95.3,116.95
"7518",1728,"Specific Conductivity",3,95.5,115.95
"7519",1728,"Specific Conductivity",4,95.9,114.95
"7520",1728,"Specific Conductivity",5,95.9,113.95
"7521",1728,"Specific Conductivity",6,95.8,112.95
"7522",1728,"Specific Conductivity",7,96,111.95
"7523",1728,"Temperature",0.3,18.48,118.65
"7524",1728,"Temperature",1,18.48,117.95
"7525",1728,"Temperature",2,18.47,116.95
"7526",1728,"Temperature",3,18.47,115.95
"7527",1728,"Temperature",4,18.43,114.95
"7528",1728,"Temperature",5,18.42,113.95
"7529",1728,"Temperature",6,18.4,112.95
"7530",1728,"Temperature",7,18.39,111.95
"7531",1728,"Temperature",8,18.19,110.95
"7532",1728,"Temperature",9,14.53,109.95
"7533",1728,"Temperature",10,14.1,108.95
"7534",1728,"Temperature",11,13.93,107.95
"7535",1728,"Temperature",13.1,13.45,105.85
"7536",1728,"Temperature",14,12.66,104.95
"7537",1728,"Temperature",15,10.83,103.95
"7538",1728,"Temperature",16,9.94,102.95
"7539",1728,"Temperature",18,9.36,100.95
"7540",1728,"Temperature",20,9.08,98.95
"7541",1728,"Temperature",22,8.97,96.95
"7542",1728,"Temperature",22,8.98,96.95
"7543",1728,"Temperature",24,8.91,94.95
"7544",1728,"Temperature",26,8.68,92.95
"7545",1728,"Temperature",27,8.64,91.95
"7546",1728,"Specific Conductivity",18,95.8,100.95
"7547",1728,"Specific Conductivity",20,96.2,98.95
"7548",1728,"Specific Conductivity",22,96.9,96.95
"7549",1728,"Specific Conductivity",22,96.7,96.95
"7550",1728,"Specific Conductivity",24,97,94.95
"7551",1728,"Specific Conductivity",26,97.5,92.95
"7552",1728,"Specific Conductivity",27,97.6,91.95
"7553",1728,"Specific Conductivity",10,67,108.95
"7554",1728,"Specific Conductivity",11,67.8,107.95
"7555",1728,"Specific Conductivity",13.1,68,105.85
"7556",1728,"Specific Conductivity",14,75,104.95
"7557",1728,"Specific Conductivity",15,89.9,103.95
"7558",1728,"Specific Conductivity",16,94.3,102.95
"7559",1734,"Temperature",0.4,17.86,118.57
"7560",1734,"Temperature",1,17.86,117.97
"7561",1734,"Temperature",2,17.81,116.97
"7562",1734,"Temperature",3,17.78,115.97
"7563",1734,"Temperature",4,17.77,114.97
"7564",1734,"Temperature",5,17.75,113.97
"7565",1734,"Temperature",6,17.74,112.97
"7566",1734,"Temperature",22,9.15,96.97
"7567",1734,"Temperature",24,8.96,94.97
"7568",1734,"Temperature",26,8.92,92.97
"7569",1734,"Temperature",26,8.83,92.97
"7570",1734,"Temperature",28,8.7,90.97
"7571",1734,"Specific Conductivity",5,110.8,113.97
"7572",1734,"Specific Conductivity",6,110.6,112.97
"7573",1734,"Specific Conductivity",7,110.6,111.97
"7574",1734,"Specific Conductivity",8,106.5,110.97
"7575",1734,"Specific Conductivity",8.5,96.5,110.47
"7576",1734,"Specific Conductivity",9,79.1,109.97
"7577",1734,"Specific Conductivity",10,75.8,108.97
"7578",1734,"Specific Conductivity",11,77.2,107.97
"7579",1734,"Specific Conductivity",12,78.7,106.97
"7580",1734,"Specific Conductivity",13,82.3,105.97
"7581",1734,"Specific Conductivity",14,95.6,104.97
"7582",1734,"Specific Conductivity",15,104,103.97
"7583",1734,"Specific Conductivity",16,108.8,102.97
"7584",1734,"Specific Conductivity",18,112.1,100.97
"7585",1734,"Specific Conductivity",20,112.8,98.97
"7586",1734,"Specific Conductivity",22,113.1,96.97
"7587",1734,"Specific Conductivity",24,113.6,94.97
"7588",1734,"Specific Conductivity",26,113.5,92.97
"7589",1734,"Specific Conductivity",26,113.8,92.97
"7590",1734,"Specific Conductivity",28,114.8,90.97
"7591",1734,"Temperature",18,9.64,100.97
"7592",1734,"Temperature",20,9.34,98.97
"7593",1734,"Temperature",7,17.73,111.97
"7594",1734,"Temperature",8,17.46,110.97
"7595",1734,"Temperature",8.5,17.12,110.47
"7596",1734,"Temperature",9,15.92,109.97
"7597",1734,"Temperature",10,14.19,108.97
"7598",1734,"Temperature",11,13.85,107.97
"7599",1734,"Temperature",12,13.67,106.97
"7600",1734,"Temperature",13,13.14,105.97
"7601",1734,"Temperature",14,12.04,104.97
"7602",1734,"Temperature",15,11.04,103.97
"7603",1734,"Temperature",16,10.14,102.97
"7604",1734,"Specific Conductivity",2,110.9,116.97
"7605",1734,"Specific Conductivity",3,111,115.97
"7606",1734,"Specific Conductivity",0.4,110.9,118.57
"7607",1734,"Specific Conductivity",1,110.3,117.97
"7608",1734,"Specific Conductivity",4,110.4,114.97
"7609",1742,"Temperature",16,10.16,103.03
"7610",1742,"Temperature",17,9.76,102.03
"7611",1742,"Temperature",0.3,17.48,118.73
"7612",1742,"Temperature",1,17.5,118.03
"7613",1742,"Temperature",2,17.49,117.03
"7614",1742,"Temperature",3,17.5,116.03
"7615",1742,"Temperature",4,17.47,115.03
"7616",1742,"Temperature",5,17.45,114.03
"7617",1742,"Temperature",6,17.4,113.03
"7618",1742,"Temperature",7,17.37,112.03
"7619",1742,"Temperature",7.5,17.36,111.53
"7620",1742,"Temperature",8,17.34,111.03
"7621",1742,"Temperature",8.5,17.33,110.53
"7622",1742,"Temperature",9,17.31,110.03
"7623",1742,"Temperature",9.5,17.28,109.53
"7624",1742,"Temperature",10,16.89,109.03
"7625",1742,"Temperature",10.5,14.95,108.53
"7626",1742,"Temperature",11,14.16,108.03
"7627",1742,"Temperature",12,13.56,107.03
"7628",1742,"Temperature",13,13.04,106.03
"7629",1742,"Temperature",14,12.06,105.03
"7630",1742,"Temperature",15,10.35,104.03
"7631",1742,"Specific Conductivity",0.3,107.2,118.73
"7632",1742,"Specific Conductivity",1,107.1,118.03
"7633",1742,"Specific Conductivity",2,107.1,117.03
"7634",1742,"Specific Conductivity",3,107.4,116.03
"7635",1742,"Specific Conductivity",4,106.7,115.03
"7636",1742,"Specific Conductivity",5,106.7,114.03
"7637",1742,"Specific Conductivity",6,106.5,113.03
"7638",1742,"Specific Conductivity",7,106.2,112.03
"7639",1742,"Specific Conductivity",7.5,106.1,111.53
"7640",1742,"Specific Conductivity",8,105.4,111.03
"7641",1742,"Specific Conductivity",8.5,105.1,110.53
"7642",1742,"Specific Conductivity",9,104.9,110.03
"7643",1742,"Specific Conductivity",9.5,104.5,109.53
"7644",1742,"Specific Conductivity",10,100.6,109.03
"7645",1742,"Specific Conductivity",10.5,84,108.53
"7646",1742,"Specific Conductivity",11,80.2,108.03
"7647",1742,"Specific Conductivity",12,79.9,107.03
"7648",1742,"Specific Conductivity",13,84.4,106.03
"7649",1742,"Specific Conductivity",14,92.2,105.03
"7650",1742,"Specific Conductivity",15,106.9,104.03
"7651",1742,"Specific Conductivity",16,107,103.03
"7652",1742,"Specific Conductivity",17,110.4,102.03
"7653",1742,"Specific Conductivity",18.1,110.9,100.93
"7654",1742,"Specific Conductivity",19,112.5,100.03
"7655",1742,"Specific Conductivity",20,112.1,99.03
"7656",1742,"Specific Conductivity",22,112.6,97.03
"7657",1742,"Specific Conductivity",24,113.3,95.03
"7658",1742,"Specific Conductivity",25.9,113.8,93.13
"7659",1742,"Specific Conductivity",26,113.8,93.03
"7660",1742,"Specific Conductivity",27,114.4,92.03
"7661",1742,"Temperature",18.1,9.41,100.93
"7662",1742,"Temperature",19,9.29,100.03
"7663",1742,"Temperature",20,9.28,99.03
"7664",1742,"Temperature",22,9.14,97.03
"7665",1742,"Temperature",24,8.99,95.03
"7666",1742,"Temperature",25.9,8.81,93.13
"7667",1742,"Temperature",26,8.83,93.03
"7668",1742,"Temperature",27,8.8,92.03
"7669",1750,"Specific Conductivity",8,101.9,110.95
"7670",1750,"Specific Conductivity",9,100.9,109.95
"7671",1750,"Specific Conductivity",10,95.3,108.95
"7672",1750,"Specific Conductivity",10.5,80.3,108.45
"7673",1750,"Specific Conductivity",11,80.9,107.95
"7674",1750,"Specific Conductivity",0.4,101.6,118.55
"7675",1750,"Specific Conductivity",1,101.4,117.95
"7676",1750,"Specific Conductivity",2,102.2,116.95
"7677",1750,"Specific Conductivity",3,101.6,115.95
"7678",1750,"Specific Conductivity",4,101.7,114.95
"7679",1750,"Specific Conductivity",5,101.9,113.95
"7680",1750,"Specific Conductivity",6,101.9,112.95
"7681",1750,"Specific Conductivity",7,102,111.95
"7682",1750,"Specific Conductivity",20,111,98.95
"7683",1750,"Specific Conductivity",22,111.5,96.95
"7684",1750,"Specific Conductivity",24,112.3,94.95
"7685",1750,"Specific Conductivity",26,112.7,92.95
"7686",1750,"Specific Conductivity",28,114.1,90.95
"7687",1750,"Temperature",5,15.82,113.95
"7688",1750,"Temperature",6,15.81,112.95
"7689",1750,"Temperature",7,15.79,111.95
"7690",1750,"Temperature",8,15.7,110.95
"7691",1750,"Temperature",9,15.62,109.95
"7692",1750,"Temperature",10,15.23,108.95
"7693",1750,"Temperature",10.5,14.13,108.45
"7694",1750,"Temperature",11,13.79,107.95
"7695",1750,"Temperature",12,13.15,106.95
"7696",1750,"Temperature",13,12.54,105.95
"7697",1750,"Temperature",14,11.92,104.95
"7698",1750,"Temperature",15,10.92,103.95
"7699",1750,"Temperature",16,10.2,102.95
"7700",1750,"Temperature",17,9.88,101.95
"7701",1750,"Temperature",18,9.73,100.95
"7702",1750,"Temperature",19,9.44,99.95
"7703",1750,"Temperature",20,9.44,98.95
"7704",1750,"Temperature",22,9.31,96.95
"7705",1750,"Temperature",24,9.21,94.95
"7706",1750,"Temperature",26,9.09,92.95
"7707",1750,"Temperature",28,8.89,90.95
"7708",1750,"Specific Conductivity",19,111.3,99.95
"7709",1750,"Temperature",0.4,15.83,118.55
"7710",1750,"Temperature",1,15.84,117.95
"7711",1750,"Temperature",2,15.82,116.95
"7712",1750,"Temperature",3,15.84,115.95
"7713",1750,"Temperature",4,15.83,114.95
"7714",1750,"Specific Conductivity",12,82.5,106.95
"7715",1750,"Specific Conductivity",13,85.9,105.95
"7716",1750,"Specific Conductivity",14,91.7,104.95
"7717",1750,"Specific Conductivity",15,100.9,103.95
"7718",1750,"Specific Conductivity",16,107.1,102.95
"7719",1750,"Specific Conductivity",17,107.9,101.95
"7720",1750,"Specific Conductivity",18,109.6,100.95
"7721",1771,"Specific Conductivity",21.1,101.5,97.93
"7722",1771,"Specific Conductivity",22,103.7,97.03
"7723",1771,"Specific Conductivity",23,106.1,96.03
"7724",1771,"Specific Conductivity",24,107.3,95.03
"7725",1771,"Specific Conductivity",25,107.9,94.03
"7726",1771,"Specific Conductivity",26,109.3,93.03
"7727",1771,"Specific Conductivity",0.3,101,118.73
"7728",1771,"Specific Conductivity",1,100.8,118.03
"7729",1771,"Specific Conductivity",2,100.4,117.03
"7730",1771,"Specific Conductivity",3,100.4,116.03
"7731",1771,"Specific Conductivity",4,100.4,115.03
"7732",1771,"Specific Conductivity",5,100.7,114.03
"7733",1771,"Specific Conductivity",6,100.9,113.03
"7734",1771,"Specific Conductivity",7,100.4,112.03
"7735",1771,"Specific Conductivity",8.2,100.7,110.83
"7736",1771,"Specific Conductivity",9,100.3,110.03
"7737",1771,"Specific Conductivity",9.9,100.7,109.13
"7738",1771,"Specific Conductivity",11,100.9,108.03
"7739",1771,"Specific Conductivity",12,100.3,107.03
"7740",1771,"Specific Conductivity",13,100.7,106.03
"7741",1771,"Specific Conductivity",14.1,100.3,104.93
"7742",1771,"Specific Conductivity",15,100.3,104.03
"7743",1771,"Specific Conductivity",16,100.7,103.03
"7744",1771,"Specific Conductivity",16.9,100.9,102.13
"7745",1771,"Specific Conductivity",18,100.6,101.03
"7746",1771,"Specific Conductivity",19,100.6,100.03
"7747",1771,"Specific Conductivity",20,101,99.03
"7748",1771,"Temperature",0.3,11.23,118.73
"7749",1771,"Temperature",1,11.23,118.03
"7750",1771,"Temperature",2,11.22,117.03
"7751",1771,"Temperature",3,11.21,116.03
"7752",1771,"Temperature",4,11.2,115.03
"7753",1771,"Temperature",5,11.16,114.03
"7754",1771,"Temperature",6,11.14,113.03
"7755",1771,"Temperature",7,11.16,112.03
"7756",1771,"Temperature",8.2,11.14,110.83
"7757",1771,"Temperature",9,11.14,110.03
"7758",1771,"Temperature",9.9,11.13,109.13
"7759",1771,"Temperature",11,11.12,108.03
"7760",1771,"Temperature",12,11.12,107.03
"7761",1771,"Temperature",13,11.12,106.03
"7762",1771,"Temperature",14.1,11.12,104.93
"7763",1771,"Temperature",15,11.12,104.03
"7764",1771,"Temperature",16,11.12,103.03
"7765",1771,"Temperature",16.9,11.11,102.13
"7766",1771,"Temperature",18,11.07,101.03
"7767",1771,"Temperature",19,11,100.03
"7768",1771,"Temperature",20,10.9,99.03
"7769",1771,"Temperature",21.1,10.84,97.93
"7770",1771,"Temperature",22,10.53,97.03
"7771",1771,"Temperature",23,10.17,96.03
"7772",1771,"Temperature",24,10.04,95.03
"7773",1771,"Temperature",25,10.01,94.03
"7774",1771,"Temperature",26,9.74,93.03
"7775",1771,"Temperature",26.9,9.66,92.13
"7776",1771,"Temperature",28,9.52,91.03
"7777",1771,"Specific Conductivity",26.9,109.5,92.13
"7778",1771,"Specific Conductivity",28,110.6,91.03
"7779",1779,"Temperature",0.6,9.28,118.4
"7780",1779,"Temperature",3.8,9.24,115.2
"7781",1779,"Temperature",5.9,9.23,113.1
"7782",1779,"Temperature",1.2,9.27,117.8
"7783",1779,"Temperature",2.1,9.25,116.9
"7784",1779,"Temperature",12,9.21,107
"7785",1779,"Temperature",14.3,9.21,104.7
"7786",1779,"Temperature",16.4,9.19,102.6
"7787",1779,"Temperature",18.2,9.18,100.8
"7788",1779,"Temperature",19.9,9.18,99.1
"7789",1779,"Temperature",22,9.18,97
"7790",1779,"Temperature",24.1,9.17,94.9
"7791",1779,"Temperature",26.1,9.16,92.9
"7792",1779,"Temperature",28.1,9.13,90.9
"7793",1779,"Specific Conductivity",16.4,100.4,102.6
"7794",1779,"Specific Conductivity",18.2,100,100.8
"7795",1779,"Temperature",8.1,9.22,110.9
"7796",1779,"Temperature",9.8,9.23,109.2
"7797",1779,"Specific Conductivity",0.6,100.4,118.4
"7798",1779,"Specific Conductivity",1.2,99.6,117.8
"7799",1779,"Specific Conductivity",2.1,100.1,116.9
"7800",1779,"Specific Conductivity",3.8,100.1,115.2
"7801",1779,"Specific Conductivity",5.9,100.2,113.1
"7802",1779,"Specific Conductivity",8.1,99.8,110.9
"7803",1779,"Specific Conductivity",9.8,100.2,109.2
"7804",1779,"Specific Conductivity",12,99.8,107
"7805",1779,"Specific Conductivity",14.3,100,104.7
"7806",1779,"Specific Conductivity",24.1,100,94.9
"7807",1779,"Specific Conductivity",26.1,100.4,92.9
"7808",1779,"Specific Conductivity",19.9,100,99.1
"7809",1779,"Specific Conductivity",22,99.8,97
"7810",1779,"Specific Conductivity",28.1,100.4,90.9
"7811",1944,"Temperature",0.5,8.08,118.56
"7812",1944,"Temperature",1,8.1,118.06
"7813",1944,"Temperature",20,6.54,99.06
"7814",1944,"Temperature",22,6.55,97.06
"7815",1944,"Temperature",24.1,6.52,94.96
"7816",1944,"Temperature",26,6.51,93.06
"7817",1944,"Temperature",27,6.46,92.06
"7818",1944,"Specific Conductivity",5,112.3,114.06
"7819",1944,"Specific Conductivity",6,111.9,113.06
"7820",1944,"Specific Conductivity",7,111.4,112.06
"7821",1944,"Specific Conductivity",8,111.8,111.06
"7822",1944,"Specific Conductivity",9,116.3,110.06
"7823",1944,"Specific Conductivity",10,116.2,109.06
"7824",1944,"Specific Conductivity",11,116.6,108.06
"7825",1944,"Specific Conductivity",12,117.8,107.06
"7826",1944,"Specific Conductivity",13,117.4,106.06
"7827",1944,"Specific Conductivity",14,116.8,105.06
"7828",1944,"Specific Conductivity",15,117.7,104.06
"7829",1944,"Specific Conductivity",16,117.5,103.06
"7830",1944,"Specific Conductivity",17,118,102.06
"7831",1944,"Specific Conductivity",18,117.4,101.06
"7832",1944,"Specific Conductivity",19,117.7,100.06
"7833",1944,"Specific Conductivity",20,118.4,99.06
"7834",1944,"Specific Conductivity",22,118.3,97.06
"7835",1944,"Temperature",2,8.03,117.06
"7836",1944,"Temperature",3,7.97,116.06
"7837",1944,"Temperature",4,7.96,115.06
"7838",1944,"Temperature",5,7.96,114.06
"7839",1944,"Temperature",6,7.9,113.06
"7840",1944,"Temperature",7,7.83,112.06
"7841",1944,"Temperature",8,7.68,111.06
"7842",1944,"Temperature",9,7.06,110.06
"7843",1944,"Temperature",10,7.01,109.06
"7844",1944,"Temperature",11,6.97,108.06
"7845",1944,"Temperature",12,6.91,107.06
"7846",1944,"Temperature",13,6.9,106.06
"7847",1944,"Temperature",14,6.88,105.06
"7848",1944,"Temperature",15,6.89,104.06
"7849",1944,"Temperature",16,6.81,103.06
"7850",1944,"Temperature",17,6.68,102.06
"7851",1944,"Temperature",18,6.57,101.06
"7852",1944,"Temperature",19,6.56,100.06
"7853",1944,"Specific Conductivity",0.5,120.4,118.56
"7854",1944,"Specific Conductivity",1,119.6,118.06
"7855",1944,"Specific Conductivity",2,115.5,117.06
"7856",1944,"Specific Conductivity",3,114.9,116.06
"7857",1944,"Specific Conductivity",4,113.4,115.06
"7858",1944,"Specific Conductivity",24.1,118.6,94.96
"7859",1944,"Specific Conductivity",26,118,93.06
"7860",1944,"Specific Conductivity",27,115.6,92.06
"7861",1954,"Temperature",2,10.19,117.08
"7862",1954,"Temperature",0.5,10.35,118.58
"7863",1954,"Temperature",0.9,10.37,118.18
"7864",1954,"Temperature",1,10.23,118.08
"7865",1954,"Temperature",6,9.94,113.08
"7866",1954,"Temperature",7,9.68,112.08
"7867",1954,"Temperature",8,9.32,111.08
"7868",1954,"Temperature",9,9.22,110.08
"7869",1954,"Temperature",10,9.1,109.08
"7870",1954,"Temperature",12,8.55,107.08
"7871",1954,"Temperature",12,8.55,107.08
"7872",1954,"Temperature",14,8.23,105.08
"7873",1954,"Temperature",16,8.08,103.08
"7874",1954,"Temperature",18,7.92,101.08
"7875",1954,"Temperature",3,10.23,116.08
"7876",1954,"Temperature",4,10.06,115.08
"7877",1954,"Temperature",5,9.96,114.08
"7878",1954,"Specific Conductivity",0.5,116.6,118.58
"7879",1954,"Specific Conductivity",0.9,116.6,118.18
"7880",1954,"Specific Conductivity",1,115.7,118.08
"7881",1954,"Specific Conductivity",2,117.2,117.08
"7882",1954,"Specific Conductivity",3,116.4,116.08
"7883",1954,"Specific Conductivity",4,117.3,115.08
"7884",1954,"Specific Conductivity",5,117.6,114.08
"7885",1954,"Specific Conductivity",6,116.8,113.08
"7886",1954,"Specific Conductivity",7,116.5,112.08
"7887",1954,"Specific Conductivity",8,115.7,111.08
"7888",1954,"Specific Conductivity",9,116,110.08
"7889",1954,"Specific Conductivity",10,115.1,109.08
"7890",1954,"Specific Conductivity",12,115.5,107.08
"7891",1954,"Specific Conductivity",12,115.5,107.08
"7892",1954,"Specific Conductivity",14,116,105.08
"7893",1954,"Specific Conductivity",16,116.5,103.08
"7894",1954,"Specific Conductivity",18,116.5,101.08
"7895",1954,"Specific Conductivity",20,117.2,99.08
"7896",1954,"Specific Conductivity",22,116.3,97.08
"7897",1954,"Specific Conductivity",24,116.1,95.08
"7898",1954,"Specific Conductivity",26,115.7,93.08
"7899",1954,"Specific Conductivity",28,114.7,91.08
"7900",1954,"Temperature",22,7.58,97.08
"7901",1954,"Temperature",24,7.48,95.08
"7902",1954,"Temperature",26,7.37,93.08
"7903",1954,"Temperature",20,7.81,99.08
"7904",1954,"Temperature",28,7.22,91.08
"7905",1958,"Specific Conductivity",0.5,116.8,118.55
"7906",1958,"Specific Conductivity",1,116.1,118.05
"7907",1958,"Specific Conductivity",2,116.3,117.05
"7908",1958,"Specific Conductivity",7,116.7,112.05
"7909",1958,"Specific Conductivity",8,116.7,111.05
"7910",1958,"Specific Conductivity",9,117,110.05
"7911",1958,"Specific Conductivity",10,115.2,109.05
"7912",1958,"Specific Conductivity",12,114.4,107.05
"7913",1958,"Specific Conductivity",14,116.1,105.05
"7914",1958,"Specific Conductivity",16,115.8,103.05
"7915",1958,"Specific Conductivity",16,115.2,103.05
"7916",1958,"Specific Conductivity",3,116.7,116.05
"7917",1958,"Specific Conductivity",4,116.9,115.05
"7918",1958,"Specific Conductivity",5,116.9,114.05
"7919",1958,"Specific Conductivity",6,117.1,113.05
"7920",1958,"Specific Conductivity",6,116.7,113.05
"7921",1958,"Specific Conductivity",28,114.4,91.05
"7922",1958,"Temperature",1,12.74,118.05
"7923",1958,"Temperature",2,12.5,117.05
"7924",1958,"Temperature",3,12.38,116.05
"7925",1958,"Temperature",4,12.17,115.05
"7926",1958,"Temperature",5,12.13,114.05
"7927",1958,"Temperature",6,12.09,113.05
"7928",1958,"Temperature",6,12.1,113.05
"7929",1958,"Temperature",7,11.95,112.05
"7930",1958,"Temperature",8,11.92,111.05
"7931",1958,"Temperature",9,11.41,110.05
"7932",1958,"Temperature",10,9.75,109.05
"7933",1958,"Temperature",12,8.85,107.05
"7934",1958,"Temperature",14,8.16,105.05
"7935",1958,"Temperature",16,8.05,103.05
"7936",1958,"Temperature",16,8.06,103.05
"7937",1958,"Temperature",18,7.92,101.05
"7938",1958,"Temperature",20,7.7,99.05
"7939",1958,"Temperature",22,7.52,97.05
