$Gates Daily Discharge,
3219,0.207562144
3220,0.34829664
3221,0.72491008
3222,0.1557424
3223,0.108453344
3224,0.275522464
3225,1.26859264
3226,0.30582144
3227,0.185191872
3228,0.145548352
3229,0.122328576
3230,0.103073152
3231,0.09344544
3232,0.094578112
3233,0.088348416
3234,0.080986048
3235,0.069092992
3236,0.063146464
3237,0.056350432
3238,0.055784096
3239,0.058332608
3240,0.06088112
3241,0.056916768
3242,0.094011776
3243,0.071641504
3244,0.061730624
3245,0.106754336
3246,0.071641504
3247,0.064845472
3248,0.127991936
3249,0.098825632
3250,0.082401888
3251,0.07928704
3252,0.077021696
3253,0.074756352
3254,0.070792
3255,0.072774176
3256,0.067677152
3257,0.068243488
3258,0.064562304
3259,0.063995968
3260,0.062013792
3261,0.088348416
3262,0.231348256
3263,0.086932576
3264,0.072774176
3265,0.071641504
3266,0.073057344
3267,0.063429632
3268,0.08778208
3269,0.078154368
3270,0.063429632
3271,0.059182112
3272,0.058332608
3273,0.057199936
3274,0.060314784
3275,0.069942496
3276,0.070792
3277,0.0637128
3278,0.058898944
3279,0.10335632
3280,0.097976128
3281,0.078154368
3282,0.066261312
3283,0.05946528
3284,0.054368256
3285,0.053235584
3286,0.05238608
3287,0.051819744
3288,0.04672272
3289,0.045590048
3290,0.050687072
3291,0.062863296
3292,0.053518752
3293,0.052102912
3294,0.050403904
3295,0.052669248
3296,0.052669248
3297,0.050403904
3298,0.063429632
3299,0.40209856
3300,0.54934592
3301,0.167918624
3302,0.115815712
3303,0.10335632
3304,0.10335632
3305,0.097409792
3306,0.09061376
3307,0.091746432
3308,0.090330592
3309,0.09627712
3310,0.34263328
3311,0.169334464
3312,0.117797888
3313,0.098542464
3314,0.096560288
3315,0.132239456
3316,0.104205824
3317,0.09486128
3318,0.087215744
3319,0.088065248
3320,0.106188
3321,0.080986048
3322,0.116382048
3323,0.257966048
3324,0.100241472
3325,0.11185136
3326,0.125160256
3327,0.101374144
3328,0.224552224
3329,0.8070288
3330,0.33696992
3331,0.188023552
3332,0.16565328
3333,0.1628216
3334,0.148946368
3335,0.131106784
3336,0.133938464
3337,0.1486632
3338,0.255134368
3339,0.182077024
3340,0.155459232
3341,0.175847328
3342,0.162255264
3343,0.28883136
3344,0.190855232
3345,0.153760224
3346,0.143849344
3347,0.136203808
3348,0.58332608
3349,0.35962336
3350,0.243807648
3351,0.213508672
3352,0.20671264
3353,0.17414832
3354,0.18689088
3355,0.16423744
3356,0.146114688
3357,0.146964192
3358,0.143849344
3359,0.144132512
3360,0.153193888
3361,0.14724736
3362,0.134787968
3363,0.128558272
3364,0.122328576
3365,0.116948384
3366,0.116665216
3367,0.1132672
3368,0.120912736
3369,0.125160256
3370,0.129974112
3371,0.128558272
3372,0.125160256
3373,0.127142432
3374,0.132805792
3375,0.13592064
3376,0.143849344
3377,0.134221632
3378,0.129974112
3379,0.135071136
3380,0.206146304
3381,0.31997984
3382,0.200482944
3383,0.197368096
3384,0.213225504
3385,0.183209696
3386,0.173865152
3387,0.165086944
3388,0.156591904
3389,0.148380032
3390,0.150362208
3391,0.15291072
3392,0.127142432
3393,0.91180096
3394,0.64845472
3395,0.34829664
3396,0.30865312
3397,0.229649248
3398,0.194819584
3399,0.1911384
3400,0.179528512
3401,0.17273248
3402,0.34829664
3403,0.30582144
3404,0.28599968
3405,0.216340352
3406,0.1911384
3407,0.193120576
3408,0.17414832
3409,0.158290912
3410,0.174714656
3411,0.151778048
3412,0.133938464
3413,0.189439392
3414,0.163671104
3415,0.13167312
3416,0.124877088
3417,0.120912736
3418,0.11609888
3419,0.124027584
3420,0.106188
3421,0.103639488
3422,0.210676992
3423,0.138469152
3424,0.115532544
3425,0.097126624
3426,0.10052464
3427,0.107037504
3428,0.086649408
3429,0.08070288
3430,0.078154368
3431,0.075889024
3432,0.070508832
3433,0.068243488
3434,0.075322688
3435,0.074756352
3436,0.06937616
3437,0.0637128
3438,0.059748448
3439,0.05946528
3440,0.058615776
3441,0.060031616
3442,0.083251392
3443,0.074190016
3444,0.063146464
3445,0.059182112
3446,0.055784096
3447,0.05521776
3448,0.052669248
3449,0.047855392
3450,0.045873216
3451,0.044740544
3452,0.042758368
3453,0.042192032
3454,0.041625696
3455,0.040209856
3456,0.052102912
3457,0.04672272
3458,0.039926688
3459,0.039077184
3460,0.03822768
3461,0.038510848
3462,0.241542304
3463,0.31714816
3464,0.079853376
3465,0.068526656
3466,0.35962336
3467,0.108170176
3468,0.080986048
3469,0.070792
3470,0.06512864
3471,0.052952416
3472,0.054651424
3473,0.052102912
3474,0.060597952
3475,0.048988064
3476,0.04672272
3477,0.04389104
3478,0.041908864
3479,0.040776192
3480,0.039926688
3481,0.047572224
3482,0.037661344
3483,0.043607872
3484,0.04813856
3485,0.30015808
3486,0.07645536
3487,0.043607872
3488,0.039360352
3489,0.036528672
3490,0.057766272
3491,0.047005888
3492,0.040209856
3493,0.039077184
3494,0.096560288
3495,0.046156384
3496,0.040776192
3497,0.037944512
3498,0.035962336
3499,0.035396
3500,0.034829664
3501,0.038794016
3502,0.040493024
3503,0.124877088
3504,0.05946528
3505,0.047289056
3506,0.046156384
3507,0.049271232
3508,0.050120736
3509,0.044174208
3510,0.59182112
3511,0.32847488
3512,0.281468992
3513,0.56067264
3514,0.228516576
3515,0.1203464
3516,0.108736512
3517,0.27467296
3518,0.15432656
3519,0.111001856
3520,0.103073152
3521,0.190855232
3522,0.105904832
3523,0.091463264
3524,0.081835552
3525,0.076738528
3526,0.073906848
3527,0.073340512
3528,0.069659328
3529,0.065978144
3530,0.062580128
3531,0.06088112
3532,0.060314784
3533,0.058898944
3534,0.056916768
3535,0.05521776
3536,0.075605856
3537,0.058898944
3538,0.0566336
3539,0.054651424
3540,0.147530528
3541,0.273823456
3542,0.137053312
3543,0.137053312
3544,0.090330592
3545,0.080986048
3546,0.073340512
3547,0.068526656
3548,0.4389104
3549,0.143849344
3550,0.112700864
3551,0.088631584
3552,0.08778208
3553,0.080136544
3554,0.075889024
3555,0.47005888
3556,0.3681184
3557,0.31997984
3558,0.204164128
3559,0.141300832
3560,0.1203464
3561,0.114966208
3562,0.268443264
3563,0.37944512
3564,0.172449312
3565,0.13875232
3566,0.131106784
3567,0.1486632
3568,0.126859264
3569,0.120063232
3570,0.115249376
3571,0.49837568
3572,0.230498752
3573,0.135637472
3574,0.108170176
3575,0.100807808
3576,0.12600976
3577,0.101374144
3578,0.09061376
3579,0.084667232
3580,0.084100896
3581,0.095710784
3582,0.062580128
3583,0.079003872
3584,0.073057344
3585,0.0637128
3586,0.059748448
3587,0.271558112
3588,0.164520608
3589,0.158857248
3590,0.107887008
3591,0.09344544
3592,0.091180096
3593,0.197934432
3594,1.17797888
3595,0.36528672
3596,0.205863136
3597,0.43607872
3598,0.32281152
3599,0.216906688
3600,0.32847488
3601,0.62013792
3602,0.28599968
3603,0.265328416
3604,0.85233568
3605,0.49837568
3606,0.34263328
3607,0.49271232
3608,0.38510848
3609,0.34263328
3610,0.47572224
3611,0.52952416
3612,0.35396
3613,0.255134368
3614,0.227100736
3615,0.221154208
3616,0.32281152
3617,0.44740544
3618,0.94294944
3619,0.52102912
3620,0.38794016
3621,0.32281152
3622,0.273540288
3623,0.65411808
3624,0.38510848
3625,0.29166304
3626,0.243241312
3627,0.222853216
3628,0.202748288
3629,0.173298816
3630,0.156875072
3631,0.149512704
3632,0.160556256
3633,0.15149488
3634,0.112134528
3635,0.11185136
3636,0.119213728
3637,0.174997824
3638,0.199350272
3639,0.118364224
3640,0.103639488
3641,0.098825632
3642,0.60031616
3643,0.35679168
3644,0.190572064
3645,0.15432656
3646,0.135637472
3647,0.119780064
3648,0.112700864
3649,0.19397008
3650,0.155176064
3651,0.117797888
3652,0.136770144
