$Muddy Brook Daily Discharge,
2921,0.0335112243
2922,0.0275320432
2923,0.0292006519
2924,0.0255853331
2925,0.029409228
2926,0.1049832961
2927,0.0966402527
2928,0.062850927
2929,0.0441486047
2930,0.0367789163
2931,0.0355969852
2932,0.0312864128
2933,0.0424104706
2934,0.0736968834
2935,0.1098500715
2936,0.0757826442
2937,0.0556202893
2938,0.0452610105
2939,0.039212304
2940,0.0389342025
2941,0.0378217968
2942,0.0374046446
2943,0.036709391
2944,0.0419933185
2945,0.0470686699
2946,0.0498496843
2947,0.0506144633
2948,0.0525611734
2949,0.0603480139
2950,0.0621556733
2951,0.0485287025
2952,0.0395599308
2953,0.0335112243
2954,0.0319816664
2955,0.0296178041
2956,0.026906315
2957,0.0248205541
2958,0.0244729273
2959,0.0241253005
2960,0.023638623
2961,0.0264196374
2962,0.0301044816
2963,0.0303825831
2964,0.030174007
2965,0.0281577715
2966,0.0288530251
2967,0.0273929925
2968,0.0260720106
2969,0.0272539418
2970,0.0249596048
2971,0.0245424527
2972,0.0332331229
2973,0.0447743329
2974,0.0406723366
2975,0.0387256265
2976,0.0527697495
2977,0.1049832961
2978,0.1689466289
2979,0.1821564476
2980,0.1174978612
2981,0.0841256876
2982,0.0716111225
2983,0.0645195356
2984,0.0514487676
2985,0.0418542677
2986,0.0364312895
2987,0.0344845794
2988,0.034415054
2989,0.0360836627
2990,0.0358055613
2991,0.0323292932
2992,0.0285749237
2993,0.0262805867
2994,0.0250986556
2995,0.0251681809
2996,0.0287139744
2997,0.0323292932
2998,0.0298959055
2999,0.0273234671
3000,0.0260024853
3001,0.0262805867
3002,0.0296873294
3003,0.0328159707
3004,0.0287834997
3005,0.026906315
3006,0.0264196374
3007,0.0276015686
3008,0.0371960685
3009,0.0635461806
3010,0.1188883685
3011,0.1105453251
3012,0.0889924629
3013,0.1042880425
3014,0.1008117744
3015,0.1126310859
3016,0.1988425344
3017,0.2878349974
3018,0.2384719906
3019,0.3622271343
3020,0.2224811574
3021,0.1383554697
3022,0.1042880425
3023,0.0855161949
3024,0.0709158689
3025,0.0629899777
3026,0.051518293
3027,0.042479996
3028,0.0373351192
3029,0.0335112243
3030,0.0324683439
3031,0.0259329599
3032,0.024611978
3033,0.0332331229
3034,0.0461648402
3035,0.0380998982
3036,0.0300349562
3037,0.0262805867
3038,0.0469991445
3039,0.0516573437
3040,0.0389342025
3041,0.0298959055
3042,0.0250986556
3043,0.0225957425
3044,0.0253072317
3045,0.0258634345
3046,0.0207880831
3047,0.0243338766
3048,0.0709158689
3049,0.0636852313
3050,0.0444962315
3051,0.0333026482
3052,0.0268367896
3053,0.0230128947
3054,0.0200928295
3055,0.0187718477
3056,0.0771731515
3057,0.0966402527
3058,0.0730016298
3059,0.0449133836
3060,0.0303825831
3061,0.0269758403
3062,0.0237776737
3063,0.0183546955
3064,0.0170337136
3065,0.0202318802
3066,0.017868018
3067,0.01633846
3068,0.1786801795
3069,0.1925852519
3070,0.0987260136
3071,0.0664662458
3072,0.0570803219
3073,0.0547164596
3074,0.0709158689
3075,0.0501973111
3076,0.0373351192
3077,0.0314949888
3078,0.035179833
3079,0.0764778978
3080,0.125145651
3081,0.0799541659
3082,0.0577060502
3083,0.0424104706
3084,0.0315645142
3085,0.024611978
3086,0.0197452027
3087,0.0165470361
3088,0.0143917499
3089,0.0133488694
3090,0.0257243838
3091,0.024611978
3092,0.0234995722
3093,0.0365703402
3094,0.0305216338
3095,0.0239167244
3096,0.0164079854
3097,0.014600326
3098,0.0133488694
3099,0.0139050723
3100,0.0127926665
3101,0.0152955796
3102,0.0137660216
3103,0.0121669383
3104,0.0189108984
3105,0.0195366266
3106,0.01633846
3107,0.0120278876
3108,0.0095944999
3109,0.008273518
3110,0.0100116521
3111,0.0125145651
3112,0.0165470361
3113,0.0120974129
3114,0.0109154818
3115,0.0102897535
3116,0.0107764311
3117,0.0111935832
3118,0.0129317173
3119,0.0122364637
3120,0.010567855
3121,0.0079954166
3122,0.0066744347
3123,0.0056106967
3124,0.005951371
3125,0.005096209
3126,0.0041437116
3127,0.009038297
3128,0.0235690976
3129,0.0164079854
3130,0.0132793441
3131,0.0114021593
3132,0.009038297
3133,0.0073696883
3134,0.0061738521
3135,0.0054090731
3136,0.0059305134
3137,0.0071611123
3138,0.0061529945
3139,0.0068969159
3140,0.0100116521
3141,0.0075782644
3142,0.0069316786
3143,0.0060348014
3144,0.0058887981
3145,0.0053186902
3146,0.0048320126
3147,0.0045817213
3148,0.0039698982
3149,0.0035736036
3150,0.0032190242
3151,0.0030591159
3152,0.0029409228
3153,0.0029756855
3154,0.0028018721
3155,0.0024681503
3156,0.0022526217
3157,0.0025168181
3158,0.0024751029
3159,0.0023777674
3160,0.0021970014
3161,0.002203954
3162,0.0019675677
3163,0.0018493746
3164,0.0018146119
3165,0.0017103239
3166,0.0015921308
3167,0.0014461275
3168,0.00337198
3169,0.0051170666
3170,0.0034832206
3171,0.0036292239
3172,0.0379608475
3173,0.0376132207
3174,0.0207880831
3175,0.0125840905
3176,0.0088992463
3177,0.0068830108
3178,0.0049780159
3179,0.0040046608
3180,0.0054925036
3181,0.02113571
3182,0.0088992463
3183,0.0061251844
3184,0.0051031615
3185,0.0049502058
3186,0.0052630699
3187,0.0043940029
3188,0.0038030373
3189,0.0033789326
3190,0.0029339703
3191,0.0026280587
3192,0.0024820554
3193,0.0023360522
3194,0.0020649032
3195,0.0019953779
3196,0.0020370931
3197,0.0019119474
3198,0.0018146119
3199,0.001724229
3200,0.0017520391
3201,0.0022317641
3202,0.0025515808
3203,0.0023499572
3204,0.0032746445
3205,0.006055659
3206,0.0040533286
3207,0.0032885496
3208,0.0025237706
3209,0.0023638623
3210,0.0023360522
3211,0.0041993318
3212,0.0037682746
3213,0.0026489163
3214,0.0022943369
3215,0.0021413811
3216,0.0019536627
3217,0.0018424221
3218,0.0017937543
3219,0.002697584
3220,0.0301044816
3221,0.1126310859
3222,0.1362697089
3223,0.0597222857
3224,0.038447525
3225,0.4936300679
3226,0.2767109395
3227,0.1209741293
3228,0.074392137
3229,0.0549945611
3230,0.0442876554
3231,0.0379608475
3232,0.0360836627
3233,0.0393513547
3234,0.0315645142
3235,0.0272539418
3236,0.0238471991
3237,0.0201623549
3238,0.0205795071
3239,0.0204404563
3240,0.0226652679
3241,0.0223176411
3242,0.0237776737
3243,0.0300349562
3244,0.0273929925
3245,0.0351103076
3246,0.0418542677
3247,0.0343455287
3248,0.0321207171
3249,0.0357360359
3250,0.0310778367
3251,0.0278101447
3252,0.0257243838
3253,0.0235690976
3254,0.0234300469
3255,0.0215528621
3256,0.0200928295
3257,0.0201623549
3258,0.0198147281
3259,0.0193280505
3260,0.0187718477
3261,0.018076594
3262,0.0364312895
3263,0.0401161337
3264,0.0315645142
3265,0.0282968222
3266,0.0287834997
3267,0.0272539418
3268,0.0269758403
3269,0.0304521084
3270,0.0254462824
3271,0.0214833368
3272,0.0214833368
3273,0.0197452027
3274,0.0189108984
3275,0.0202318802
3276,0.0238471991
3277,0.0216223875
3278,0.018841373
3279,0.0216919128
3280,0.0389342025
3281,0.0339283765
3282,0.0266282135
3283,0.0257939092
3284,0.0228043186
3285,0.0222481157
3286,0.0218309636
3287,0.021344286
3288,0.0201623549
3289,0.0193280505
3290,0.0197452027
3291,0.022873844
3292,0.0255853331
3293,0.0269758403
3294,0.0280187208
3295,0.026141536
3296,0.0239167244
3297,0.0225262172
3298,0.0235690976
3299,0.046721043
3300,0.3490173156
3301,0.2746251786
3302,0.1884137302
3303,0.1077643106
3304,0.0571498473
3305,0.0495715829
3306,0.0451219597
3307,0.0415761663
3308,0.0387256265
3309,0.0372655939
3310,0.0506839887
3311,0.0987260136
3312,0.0730016298
3313,0.0520744959
3314,0.0446352822
3315,0.0524221227
3316,0.0508925647
3317,0.0426190467
3318,0.0380303728
3319,0.0343455287
3320,0.0390732533
3321,0.0442876554
3322,0.0321902425
3323,0.0614604197
3324,0.0500582604
3325,0.0406723366
3326,0.0463734162
3327,0.0439400286
3328,0.0368484417
3329,0.134183948
3330,0.2655868816
3331,0.134183948
3332,0.0848209412
3333,0.0702206153
3334,0.0688301081
3335,0.0624337748
3336,0.0571498473
3337,0.0528392749
3338,0.0869067021
3339,0.1022022817
3340,0.0869067021
3341,0.0716111225
3342,0.0771731515
3343,0.0820399268
3344,0.1147168468
3345,0.0882972093
3346,0.0709158689
3347,0.0622947241
3348,0.0994212672
3349,0.2384719906
3350,0.1411364842
3351,0.0994212672
3352,0.0813446732
3353,0.0709158689
3354,0.0730016298
3355,0.0702206153
3356,0.0614604197
3357,0.056315543
3358,0.0549945611
3359,0.0565936444
3360,0.0588879813
3361,0.0553421879
3362,0.0541602567
3363,0.0536040539
3364,0.0421323692
3365,0.0386561011
3366,0.0374046446
3367,0.0363617642
3368,0.0371960685
3369,0.0403942351
3370,0.0431057242
3371,0.0447743329
3372,0.0415761663
3373,0.0422018945
3374,0.0479029742
3375,0.0677872276
3376,0.0876019557
3377,0.09803076
3378,0.0723063761
3379,0.0611127929
3380,0.0594441842
3381,0.092468731
3382,0.1077643106
3383,0.0757826442
3384,0.0799541659
3385,0.0771731515
3386,0.0638938074
3387,0.0541602567
3388,0.0488763293
3389,0.0454695865
3390,0.0492239561
3391,0.0431752496
3392,0.0389342025
3393,0.1028975353
3394,0.3232929318
3395,0.2044045633
3396,0.1300124263
3397,0.1015070281
3398,0.0792589123
3399,0.0666052965
3400,0.0570803219
3401,0.0500582604
3402,0.0556202893
3403,0.1035927889
3404,0.0848209412
3405,0.0848209412
3406,0.0695253617
3407,0.0656319414
3408,0.0613908944
3409,0.0527002242
3410,0.0451914851
3411,0.0417847424
3412,0.0380998982
3413,0.0381694236
3414,0.0460257894
3415,0.0406028112
3416,0.0355969852
3417,0.031912141
3418,0.0294787534
3419,0.0276710939
3420,0.031147362
3421,0.0306606845
3422,0.0275320432
3423,0.0493630068
3424,0.0385865757
3425,0.0317035649
3426,0.0272539418
3427,0.031912141
3428,0.0293397026
3429,0.0256548585
3430,0.023638623
3431,0.0200233042
3432,0.0173118151
3433,0.01633846
3434,0.0164079854
3435,0.0184937462
3436,0.0175899165
3437,0.0149479528
3438,0.0128621919
3439,0.0112631086
3440,0.0112631086
3441,0.0120974129
3442,0.0107069057
3443,0.0139050723
3444,0.0130012426
3445,0.0116802608
3446,0.0109154818
3447,0.0102897535
3448,0.0100811774
3449,0.0088992463
3450,0.008273518
3451,0.0072306376
3452,0.0067509126
3453,0.0054229782
3454,0.0046442942
3455,0.0041715217
3456,0.0035596985
3457,0.0032746445
3458,0.0029409228
3459,0.002113571
3460,0.001154121
3461,0.0008899246
3462,0.0124450397
3463,0.0455391119
3464,0.017868018
3465,0.0118888368
3466,0.0313559381
3467,0.0209966592
3468,0.0109850071
3469,0.0066188144
3470,0.0063337604
3471,0.005276975
3472,0.0041576166
3473,0.0038447525
3474,0.0037057018
3475,0.0033997902
3476,0.0030660685
3477,0.0027392993
3478,0.0024194826
3479,0.0021483337
3480,0.0018910898
3481,0.0017520391
3482,0.0016686087
3483,0.0016407985
3484,0.0022665268
3485,0.0275320432
3486,0.0325378693
3487,0.0079258912
3488,0.0039559931
3489,0.0030591159
3490,0.0032468344
3491,0.0049641108
3492,0.0058748931
3493,0.0051587818
3494,0.0093163985
3495,0.0094554492
3496,0.0067578652
3497,0.0055967916
3498,0.0052213547
3499,0.0044635282
3500,0.0038378
3501,0.0039003728
3502,0.0095249746
3503,0.0111240579
3504,0.0161298839
3505,0.0093859238
3506,0.0068552007
3507,0.0075087391
3508,0.0088992463
3509,0.008064942
3510,0.0173813404
3511,0.0966402527
3512,0.0679262784
3513,0.1272314119
3514,0.1300124263
3515,0.069386311
3516,0.0396294562
3517,0.0364312895
3518,0.0452610105
3519,0.0317035649
3520,0.0214833368
3521,0.0298263802
3522,0.0422714199
3523,0.0264891628
3524,0.0161994093
3525,0.0118193115
3526,0.0092468731
3527,0.0084125688
3528,0.0067509126
3529,0.0056524119
3530,0.0051587818
3531,0.0044287655
3532,0.0040185659
3533,0.0036639866
3534,0.0032607395
3535,0.0028853025
3536,0.0035736036
3537,0.0063963333
3538,0.0057497474
3539,0.0042201895
3540,0.0042758097
3541,0.025376757
3542,0.0255853331
3543,0.0278101447
3544,0.0221785904
3545,0.0152260542
3546,0.0114021593
3547,0.009038297
3548,0.1543463029
3549,0.288530251
3550,0.1174978612
3551,0.0688996334
3552,0.0435228764
3553,0.031147362
3554,0.0232214708
3555,0.0301044816
3556,0.1042880425
3557,0.1585178246
3558,0.107069057
3559,0.0764778978
3560,0.053047851
3561,0.0408809127
3562,0.0427580974
3563,0.0736968834
3564,0.0648671624
3565,0.047485822
3566,0.0552031372
3567,0.0375436953
3568,0.0279491954
3569,0.0245424527
3570,0.0238471991
3571,0.0438705032
3572,0.1529557957
3573,0.0799541659
3574,0.0582622531
3575,0.0472077206
3576,0.0453305358
3577,0.0406723366
3578,0.0345541048
3579,0.0306606845
3580,0.0289225505
3581,0.0265586882
3582,0.0242643512
3583,0.0241948259
3584,0.0279491954
3585,0.0263501121
3586,0.023638623
3587,0.0339283765
3588,0.09803076
3589,0.0750873906
3590,0.064589061
3591,0.0552726625
3592,0.0889924629
3593,0.059791811
3594,0.3886467718
3595,0.3100831131
3596,0.1522605421
3597,0.1515652885
3598,0.2016235489
3599,0.1286219191
3600,0.0938592383
3601,0.1856327157
3602,0.1543463029
3603,0.1042880425
3604,0.1800706867
3605,0.2523770629
3606,0.1411364842
3607,0.13070768
3608,0.1202788757
3609,0.1001165208
3610,0.0973355064
3611,0.1293171727
3612,0.1147168468
3613,0.0841256876
3614,0.0641023835
3615,0.0619470973
3616,0.0676481769
3617,0.0827351804
3618,0.3114736203
3619,0.2440340195
3620,0.1446127523
3621,0.1056785498
3622,0.0876019557
3623,0.13070768
3624,0.2016235489
3625,0.1411364842
3626,0.1008117744
3627,0.0820399268
3628,0.0709158689
3629,0.06055659
3630,0.0531173763
3631,0.0504058872
3632,0.045747688
3633,0.0436619271
3634,0.0387951518
3635,0.0383084743
3636,0.0401856591
3637,0.0410199634
3638,0.0643804849
3639,0.0561764922
3640,0.0436619271
3641,0.0399075576
3642,0.0910782238
3643,0.2301289472
3644,0.1272314119
3645,0.0820399268
3646,0.0650062132
3647,0.0536040539
3648,0.0479724996
3649,0.0501277858
3650,0.0730016298
3651,0.0611127929
3652,0.0514487676
